Source,Target,Weight
1294503,51778,1
573688,36871,1
632271,153067,1
518077,154714,1
749578,137583,1
3254360,43106,1
804048,153098,1
3178993,3252,1
1379344,154714,1
2332031,8289,1
2733288,7534,1
1398290,19890,1
1424602,51778,1
743100,43106,1
1503578,230209,1
1329129,36871,1
1251238,36871,1
6248538,295740,1
5631847,269170,1
3978071,129574,1
1111490,164602,1
3808109,51778,1
1214122,294923,1
511078,44653,1
2418218,19890,1
976364,51778,1
2823972,7534,1
1056024,163090,1
5527882,128133,1
5607160,391372,1
1492574,164602,1
942153,7534,1
2459556,44653,1
3451104,54850,1
4049982,416448,1
976075,164602,1
2971659,51778,1
1212816,391372,1
3943081,294942,1
6496929,94233,1
5341438,294942,1
792873,22839,1
687597,45121,1
4701637,391372,1
3602651,416448,1
1109497,36871,1
705054,51778,1
1397561,129574,1
1138168,6488,1
4574437,128133,1
4995859,294942,1
952424,294943,1
633995,82966,1
929269,118375,1
1034209,176000,1
675837,3252,1
2996931,137583,1
1211459,245223,1
2889961,77707,1
569943,77707,1
1345115,3714,1
1002631,8289,1
720600,294942,1
5578123,128133,1
4281307,416448,1
1221591,36871,1
2938071,77707,1
760696,36871,1
865494,22839,1
2904745,165336,1
2537333,44653,1
471403,294942,1
1225751,51778,1
4196224,20215,1
532985,479349,1
2957986,245223,1
971936,479349,1
5377524,269170,1
1455932,51778,1
3371539,8289,1
3783485,391372,1
1199411,51778,1
561938,294923,1
553237,6488,1
3804822,416448,1
1349047,153098,1
3230046,128133,1
1494467,8289,1
6081863,118375,1
3300257,42124,1
4196534,269170,1
2478919,82966,1
1160067,176000,1
817066,42124,1
5035741,294942,1
3959729,294942,1
1430231,143130,1
5974239,294942,1
3885873,176000,1
2895296,6488,1
4690795,20215,1
884449,129574,1
1365615,51778,1
957912,36871,1
542994,3714,1
849342,77707,1
1110370,44653,1
4441341,294942,1
991197,82966,1
3012383,153067,1
790127,129574,1
498616,54850,1
543716,118375,1
4079468,19890,1
2921665,36871,1
1256007,19890,1
1492682,12532,1
821140,3714,1
987118,128133,1
1196469,176000,1
1233173,42124,1
2898510,45121,1
3392756,137583,1
5208796,294942,1
3431437,416448,1
913006,11723,1
4575915,45121,1
4835325,294942,1
744981,36871,1
1398038,36871,1
7152330,294923,1
747483,245223,1
3697603,254946,1
2415743,12532,1
1030925,36871,1
1128992,22839,1
2772493,7534,1
479897,36871,1
502255,9604,1
4157282,12532,1
591169,294942,1
5076310,3252,1
3678401,165336,1
2987033,82966,1
1381254,118375,1
1087846,12532,1
504041,51778,1
551029,154714,1
3413661,143130,1
1084615,3252,1
6469220,294923,1
1040341,19890,1
4483292,42124,1
1429201,8289,1
2511744,245223,1
1273927,128133,1
1132943,245223,1
3514060,94233,1
3189813,153067,1
474764,245223,1
4544193,294942,1
1287636,36871,1
1282869,45121,1
705437,12532,1
2467515,12532,1
3419945,3714,1
850018,11723,1
5365811,230209,1
535191,3714,1
3464225,42124,1
4319863,128133,1
821142,145505,1
4063555,176000,1
813612,7225,1
982377,9604,1
4025121,294942,1
1160417,84376,1
4963597,295740,1
3353861,19890,1
1144945,7225,1
601311,36871,1
4820372,269170,1
647625,3252,1
2840545,129574,1
4449410,295740,1
3465143,45121,1
2721082,42124,1
1065170,164602,1
1231374,51778,1
3877108,51778,1
483694,165336,1
6101318,294923,1
3107663,51778,1
742035,7534,1
2484957,165336,1
2935953,10844,1
537881,153067,1
519941,7534,1
4523250,12532,1
1486453,44653,1
3226380,391372,1
5290049,391372,1
2746837,10575,1
4856442,295740,1
7176991,12532,1
3846688,45121,1
1363804,254946,1
1008773,42124,1
483078,294943,1
1244915,45121,1
537187,294923,1
1246093,8289,1
4137961,3252,1
760235,154714,1
4599087,416448,1
586397,42124,1
2610533,36871,1
713687,6488,1
6886057,269170,1
469112,10844,1
2741572,36871,1
947798,7225,1
595130,84376,1
1439684,7534,1
631631,8289,1
1226018,269170,1
896643,36871,1
3576539,269170,1
4233271,416448,1
861158,153067,1
4877182,294942,1
1159172,8289,1
2559496,45121,1
858866,36871,1
3667593,294942,1
3657265,479349,1
926036,145505,1
570540,163090,1
3426535,42124,1
2369756,245223,1
650646,294942,1
5431880,19890,1
4214353,8289,1
717896,416448,1
526004,45121,1
1499534,22839,1
1342732,10844,1
1407317,22839,1
3887335,10575,1
1458481,479349,1
3240766,269170,1
3116036,7534,1
3421561,245223,1
6845672,294923,1
4021217,245223,1
468194,10575,1
3361710,7534,1
867269,44653,1
1243655,20215,1
3006717,36871,1
1069320,7225,1
1362841,36871,1
466852,45121,1
2764725,295740,1
5471943,416448,1
539960,8289,1
1282252,51778,1
788778,3714,1
1183542,6488,1
4190137,294943,1
5293041,12532,1
4368478,294923,1
797317,294942,1
3231583,10844,1
1130907,22839,1
7004182,765094,1
2875884,36871,1
1184303,295740,1
4482540,254946,1
6793093,19890,1
2970096,42124,1
2844692,84376,1
2967405,45121,1
2500345,51778,1
3355182,416448,1
3734882,54850,1
3021897,164602,1
1428516,294942,1
3564370,19890,1
4070450,765094,1
508189,45121,1
744646,36871,1
4052084,294942,1
617319,11723,1
2459265,143130,1
561737,143130,1
4547121,82966,1
711684,294942,1
2333050,54850,1
1161902,153098,1
1504964,42124,1
481403,43106,1
1391712,416448,1
4346034,230209,1
1146498,9604,1
560338,153067,1
3187478,118375,1
5627505,416448,1
2808017,82966,1
1087789,7534,1
654768,7534,1
2796137,11723,1
3024445,77707,1
1188218,10575,1
4081806,294943,1
1361220,45121,1
505831,51778,1
2345656,6488,1
4048605,163090,1
1334074,163090,1
4273767,294943,1
1246173,164602,1
4529184,8289,1
573017,294923,1
804453,391372,1
3529559,129574,1
5681709,118375,1
615350,84376,1
837608,82966,1
3211109,82966,1
691260,165336,1
1325105,153067,1
4864415,10844,1
515908,137583,1
2896659,36871,1
3248122,45121,1
2757575,51778,1
7161387,294923,1
1219587,77707,1
3875556,765094,1
702307,51778,1
3083275,245223,1
1367553,164602,1
2560823,36871,1
863745,36871,1
2733682,3714,1
7257679,20215,1
1088648,19890,1
521715,11723,1
4691624,154714,1
828606,7225,1
513745,137583,1
7132893,294923,1
815041,230209,1
477058,36871,1
2751110,3252,1
3401679,154714,1
1059441,45121,1
3719574,153067,1
7058471,82966,1
963813,94233,1
1032414,36871,1
768118,10844,1
3745503,294942,1
1325924,7225,1
2606940,36871,1
7238007,479349,1
4417586,118375,1
3771679,12532,1
3495023,153067,1
1265209,118375,1
928999,176000,1
3232650,10844,1
550167,143130,1
587255,245223,1
2892504,77707,1
531852,294942,1
3870773,165336,1
950337,10575,1
938250,36871,1
826001,94233,1
503423,269170,1
6761612,269170,1
1439745,7225,1
1337795,51778,1
4326608,294923,1
577640,294942,1
864796,45121,1
2787325,8289,1
1477606,36871,1
5354459,294942,1
693759,11723,1
5973371,153067,1
1131637,36871,1
3813731,20215,1
3465337,128133,1
3842646,129574,1
502860,416448,1
1071467,77707,1
944611,128133,1
3917950,118375,1
1302151,11723,1
1014016,36871,1
537463,118375,1
878094,45121,1
5120881,54850,1
3193309,154714,1
1259044,51778,1
4155781,153067,1
1387340,294942,1
3047363,84376,1
578286,77707,1
736202,11723,1
3214220,19890,1
512354,19890,1
3234784,43106,1
3092367,295740,1
7026677,254946,1
3370044,294943,1
1371336,153067,1
3726758,153098,1
3596169,416448,1
2998681,145505,1
540067,7534,1
1370241,8289,1
7228615,19890,1
1309050,176000,1
643095,51778,1
5518266,118375,1
1184473,51778,1
814053,42124,1
1209809,84376,1
850111,145505,1
3378391,128133,1
1172858,294942,1
562895,7534,1
892184,245223,1
3188787,8289,1
1083912,118375,1
942172,129574,1
1451618,51778,1
1071482,51778,1
1266582,137583,1
2909819,45121,1
523624,245223,1
2833822,36871,1
1377733,294942,1
2469806,51778,1
1315114,19890,1
2454306,45121,1
4210542,164602,1
4818169,294943,1
599088,43106,1
472784,8289,1
1334772,7225,1
1246493,6488,1
4664548,137583,1
3049411,153067,1
4129551,391372,1
538344,416448,1
3773821,10844,1
1419994,10844,1
4993127,19890,1
5854207,294942,1
2797517,153098,1
630630,7534,1
3661085,294942,1
3999120,153067,1
516246,9604,1
594129,6488,1
3525774,20215,1
1156882,7225,1
564525,54850,1
1127705,7225,1
560745,36871,1
2948865,294942,1
4389714,254946,1
556355,8289,1
472340,391372,1
3552779,22839,1
3129020,245223,1
3721085,294942,1
4241343,294943,1
2521826,45121,1
630203,137583,1
2948487,163090,1
469362,22839,1
4088821,269170,1
2414273,36871,1
993564,9604,1
5566824,82966,1
605951,3252,1
509415,6488,1
972141,154714,1
6450502,254946,1
6197498,19890,1
474833,84376,1
642997,295740,1
1254781,165336,1
4453965,3252,1
6002434,94233,1
704991,7225,1
4633676,294923,1
1466542,36871,1
485729,143130,1
4448382,10844,1
889030,51778,1
4691728,254946,1
861040,77707,1
605422,44653,1
946952,20215,1
1393892,36871,1
5491733,163090,1
6028673,294923,1
979301,44653,1
1448084,3252,1
1039348,8289,1
3791058,54850,1
613937,36871,1
2835919,22839,1
3587994,82966,1
3395694,153098,1
641758,51778,1
621275,20215,1
982132,12532,1
3660798,163090,1
1361405,36871,1
822391,19890,1
4515193,269170,1
2880775,77707,1
1244909,129574,1
4953744,82966,1
1037477,8289,1
6390329,154714,1
1469993,51778,1
2790031,416448,1
591964,84376,1
595291,3714,1
2843120,12532,1
642567,36871,1
6973128,12532,1
4449747,94233,1
715531,164602,1
701770,6488,1
626886,294942,1
986633,7534,1
2350047,294942,1
762292,36871,1
556142,294942,1
4769949,294942,1
538649,51778,1
2720164,51778,1
1417820,137583,1
7132730,294923,1
531796,45121,1
2606057,294923,1
731768,51778,1
5311051,294942,1
2952721,77707,1
1008701,154714,1
3154716,294942,1
1404851,165336,1
733060,7534,1
2394068,416448,1
5435593,479349,1
1415624,44653,1
1136041,36871,1
654640,8289,1
3132144,45121,1
5838561,294923,1
549334,153067,1
3444637,145505,1
939634,154714,1
4736302,294943,1
3054208,153067,1
1092516,137583,1
4462930,269170,1
879426,416448,1
1264987,129574,1
3815040,94233,1
2717749,294942,1
3132818,54850,1
754457,36871,1
5076372,94233,1
753900,51778,1
3491329,143130,1
5652925,294942,1
4172350,269170,1
1271160,9604,1
3524060,10844,1
4804772,42124,1
6222203,164602,1
630126,294942,1
1058207,36871,1
3454194,19890,1
3441597,8289,1
4294976,118375,1
5829873,765094,1
1461841,19890,1
4959816,294923,1
490876,82966,1
992604,3714,1
3791921,94233,1
681777,143130,1
858691,294943,1
2845661,77707,1
3665497,153067,1
4414505,391372,1
1335421,7225,1
3516274,154714,1
563524,19890,1
5529862,12532,1
2738456,294942,1
1068859,22839,1
2810189,245223,1
866257,36871,1
1218293,294943,1
4115395,176000,1
5551163,416448,1
3370297,43106,1
3965062,154714,1
3087250,294942,1
6710605,294923,1
1232645,54850,1
822387,7225,1
5007829,20215,1
2848523,10575,1
3156755,294943,1
3158776,137583,1
3002027,8289,1
528794,118375,1
2628692,36871,1
1408304,254946,1
3204747,84376,1
1302183,295740,1
3416635,19890,1
4595982,245223,1
2412764,6488,1
4649621,82966,1
3300419,8289,1
4625531,54850,1
2506417,295740,1
2935893,137583,1
3856805,416448,1
6337240,294923,1
5083698,294943,1
5411218,94233,1
2793902,36871,1
2439175,82966,1
594375,295740,1
5714318,479349,1
3457130,51778,1
637904,42124,1
1110224,20215,1
5068976,294923,1
1026490,294942,1
1214102,165336,1
3263899,45121,1
749775,51778,1
1266687,10575,1
2648984,45121,1
4568026,294942,1
6279549,245223,1
736997,44653,1
537861,294942,1
1247463,6488,1
570993,51778,1
6946702,128133,1
5375808,54850,1
2951243,7225,1
1509541,45121,1
5607837,391372,1
755238,22839,1
2861160,3252,1
3545470,42124,1
4330848,294943,1
1403890,391372,1
3808748,230209,1
5990830,294942,1
518870,45121,1
558583,7534,1
5245009,10844,1
589835,44653,1
549840,294942,1
1169919,43106,1
3402507,82966,1
628323,36871,1
1110758,36871,1
717511,44653,1
885977,128133,1
1427091,129574,1
755714,7225,1
901267,294943,1
3096817,54850,1
710719,9604,1
3433919,51778,1
1385405,10575,1
804679,153067,1
2826107,294942,1
1266955,153098,1
5067100,294942,1
3834765,82966,1
1356969,7225,1
504753,51778,2
3306077,20215,1
640293,230209,1
699529,9604,1
974070,11723,1
2801176,22839,1
840112,44653,1
831283,137583,1
1471400,45121,1
5408227,82966,1
3406794,163090,1
1447780,36871,1
5075739,294942,1
583883,44653,1
1417944,294942,1
2942708,6488,1
4532187,176000,1
1297817,82966,1
3738017,137583,1
621808,163090,1
5695778,294923,1
6330925,254946,1
3261859,94233,1
4359695,163090,1
543243,94233,1
5160810,163090,1
1368420,269170,1
957912,44653,1
1481440,36871,1
665318,51778,1
1437317,10575,1
6654417,137583,1
3473255,7534,1
1359259,254946,1
5869628,7225,1
1506715,82966,1
759368,11723,1
4004386,479349,1
799022,12532,1
2489056,3714,1
835640,294942,1
673174,254946,1
1074341,176000,1
3199574,84376,1
3021932,82966,1
468664,7225,1
5034883,294923,1
1489829,51778,1
3525209,176000,1
6242581,295740,1
536285,44653,1
1481529,22839,1
6332873,294923,1
794507,153067,1
1384928,51778,1
887527,19890,1
648654,294943,1
4665405,19890,1
3719201,45121,1
3090394,391372,1
1254906,22839,1
980636,164602,1
966708,9604,1
5468033,164602,1
3300809,3714,1
765576,22839,1
1413935,44653,1
866775,294943,1
4258527,128133,1
1393386,7225,1
3114020,45121,1
1267523,45121,1
2980798,479349,1
1499055,11723,1
841881,8289,1
3626414,416448,1
3564418,8289,1
3977329,294923,1
1084179,84376,1
6518136,294923,1
5186518,294943,1
701697,153067,1
3649054,128133,1
2350953,54850,1
1341889,36871,1
2962955,163090,1
694961,51778,1
1003855,3252,1
3244848,82966,1
619128,54850,1
1008254,163090,1
4072548,269170,1
1458465,479349,1
609600,245223,1
470833,22839,1
1269783,36871,1
472664,165336,1
3108455,128133,1
683199,137583,1
1436274,51778,1
883484,294942,1
1461516,7534,1
889635,245223,1
5565705,416448,1
4144537,153067,1
3595005,153067,1
4334466,128133,1
2968431,77707,1
1411928,294923,1
476833,165336,1
703596,43106,1
1143240,22839,1
1285462,9604,1
515496,9604,1
4758307,45121,1
4330950,269170,1
684338,43106,1
3895548,295740,1
968381,129574,1
2320606,20215,1
3331554,7225,1
880802,36871,1
7039126,10844,1
869914,118375,1
951413,10575,1
4262486,294923,1
1265231,176000,1
3533526,294943,1
4871242,295740,1
989243,11723,1
6011769,294942,1
1077366,294942,1
3308488,54850,1
4877721,294942,1
1186871,294923,1
2717723,254946,1
3008198,9604,1
764562,12532,1
3983057,416448,1
3884073,294923,1
2974829,36871,1
608544,294942,1
3168153,164602,1
748543,36871,1
533032,44653,1
533809,45121,1
1264733,479349,1
1335377,94233,1
1481772,12532,1
836396,54850,1
1246641,45121,1
610066,269170,1
2852748,45121,1
5418690,254946,1
2592734,82966,1
518256,294943,1
637447,36871,1
698389,10575,1
4258662,145505,1
686513,45121,1
928614,269170,1
1103300,128133,1
857891,269170,1
522707,36871,1
660773,51778,1
787220,44653,1
1253139,19890,1
3185424,416448,1
4234948,230209,1
5766069,153067,1
884523,165336,1
1246153,154714,1
3782444,19890,1
4520307,479349,1
2716692,8289,1
1160574,143130,1
1328860,391372,1
1063025,45121,1
1353299,294942,1
1435265,269170,1
849825,45121,1
3886474,165336,1
3749539,43106,1
3810250,163090,1
796551,7225,1
1130950,36871,1
716175,294943,1
491381,137583,1
4806938,143130,1
3446621,294943,1
3151875,137583,1
1066123,36871,1
4451599,294943,1
1298191,19890,1
598933,7225,1
478302,245223,1
748752,12532,1
3914155,245223,1
2763007,3252,1
2432333,12532,1
3271713,153067,1
497877,7534,1
565004,416448,1
4680917,84376,1
3343129,129574,1
880718,245223,1
642859,416448,1
767153,245223,1
3196733,22839,1
724877,44653,1
642950,22839,1
727017,294942,1
648667,10575,1
3279596,164602,1
3749155,3252,1
5852455,294923,1
1154697,129574,1
3470973,176000,1
895848,22839,1
2930099,143130,1
967006,294942,1
4255362,294942,1
3375471,128133,1
4417200,230209,1
700635,3714,1
3253869,129574,1
1282744,51778,1
543529,12532,1
2965267,94233,1
611728,153098,1
503043,51778,1
3890352,8289,1
3104106,176000,1
558840,84376,1
1140740,54850,1
658589,10575,1
3494304,765094,1
5877761,294942,1
6017431,82966,1
978560,7225,1
1429831,230209,1
486204,45121,1
1227251,129574,1
1067561,45121,1
5784395,230209,1
1060337,294942,1
2703463,45121,1
6550017,94233,1
1309044,145505,1
3549880,54850,1
494515,176000,1
5767849,143130,1
2858266,19890,1
3775156,42124,1
1448967,22839,1
791951,8289,1
775791,7534,1
883853,44653,1
642796,10575,1
567590,51778,1
658463,36871,1
6513569,42124,1
6265727,765094,1
3637751,82966,1
2414612,6488,1
4269482,294942,1
641632,7534,1
544690,129574,1
2977192,77707,1
710440,9604,1
1364981,36871,1
497072,12532,1
551338,36871,1
4544801,294923,1
5129592,12532,1
490597,10575,1
934395,12532,1
557609,230209,1
1422323,154714,1
3865394,51778,1
1008540,143130,1
976734,54850,1
3808862,118375,1
590450,12532,1
2431233,137583,1
3181832,294942,1
852436,45121,1
5222901,254946,1
5532049,137583,1
3980774,416448,1
5125721,294943,1
961156,36871,1
3825041,416448,1
3852742,8289,1
947514,165336,1
1426701,51778,1
3081687,6488,1
5396543,118375,1
1205814,36871,1
6763362,416448,1
4289171,269170,1
867722,51778,1
911549,19890,1
5038788,391372,1
4801362,294943,1
557159,22839,1
3053818,416448,1
609958,8289,1
4346864,294942,1
5900048,153067,1
3889260,416448,1
2759118,230209,1
1060095,163090,1
596281,9604,1
1387231,51778,1
847784,77707,1
3470440,391372,1
1409352,153067,1
4026699,245223,1
1408478,153098,1
620398,129574,1
1344327,36871,1
979431,129574,1
6191168,7225,1
2610618,20215,1
1160067,118375,1
3226893,42124,1
2563229,3714,1
964352,294942,1
1362535,3714,1
1221279,45121,1
6295056,94233,1
487816,3252,1
1232414,129574,1
4056195,294942,1
817278,3714,1
1457354,294942,1
3159209,7225,1
819691,20215,1
1082056,43106,1
3673759,137583,1
3014205,43106,1
1385147,51778,1
1186448,7534,1
5752296,269170,1
3704504,129574,1
6171959,294942,1
1185629,269170,1
5853638,54850,1
4877955,145505,1
487265,143130,1
470353,153098,1
1341399,9604,1
6423451,128133,1
631574,6488,1
595031,36871,1
754785,42124,1
4556663,294943,1
1334685,42124,1
1213968,12532,1
912762,51778,1
588595,143130,1
5269291,153098,1
836977,9604,1
5436517,294942,1
4451579,254946,1
975678,51778,1
6025515,10844,1
6412839,294923,1
3387679,45121,1
846372,94233,1
3546252,479349,1
2948635,7225,1
3603501,294923,1
3580156,294942,1
2811235,176000,1
1359412,51778,1
6377192,254946,1
4042121,294943,1
2856057,45121,1
482936,479349,1
1433553,36871,1
2923507,294942,1
4600036,84376,1
3052381,36871,1
605811,22839,1
477439,7534,1
659996,44653,1
1345579,416448,1
3693435,143130,1
3099926,36871,1
3390707,230209,1
901786,12532,1
3554602,137583,1
679390,36871,1
658127,22839,1
4368241,295740,1
5480650,245223,1
532097,153067,1
6067075,10844,1
564334,11723,1
846773,176000,1
5994874,479349,1
2864986,295740,1
3206153,230209,1
3542176,153067,1
3435228,8289,1
3368986,12532,1
548871,42124,1
1359349,137583,1
1090431,51778,1
1475198,45121,1
4644000,45121,1
5157072,294942,1
956697,8289,1
3283087,3714,1
2472138,45121,1
810582,145505,1
1241846,294942,1
815329,154714,1
746524,45121,1
1229809,44653,1
2382443,153098,1
1181641,143130,1
1187260,22839,1
3696694,84376,1
6414840,230209,1
497981,19890,1
886103,11723,1
701730,51778,1
809474,145505,1
666902,22839,1
779407,295740,1
939634,153098,1
1304620,44653,1
3408468,19890,1
578862,36871,1
983396,11723,1
3443220,3714,1
1382215,11723,1
4625418,82966,1
630931,44653,1
1165270,245223,1
814955,294942,1
781992,145505,1
2914719,19890,1
1347238,8289,1
1139847,163090,1
1079921,44653,1
5041845,765094,1
6149516,164602,1
1279303,245223,1
570531,12532,1
2698969,36871,1
2531013,77707,1
887304,143130,1
3141434,294942,1
5641377,94233,1
1478937,42124,1
661896,294942,1
3674912,129574,1
913275,43106,1
520714,20215,1
752862,36871,1
1143601,22839,1
1223463,10575,1
2442915,153067,1
1399701,3714,1
727015,7534,1
1213093,10844,1
3044287,163090,1
1351286,51778,1
3706203,294942,1
476102,12532,1
787468,36871,1
3408882,6488,1
2758740,51778,1
6999033,19890,1
1160895,176000,1
532085,22839,1
731232,153067,1
1320937,7534,1
1088947,479349,1
741110,129574,1
4431600,153098,1
1348487,22839,1
1345442,294942,1
2372137,164602,1
999312,45121,1
714530,12532,1
3780643,10844,1
741398,294942,1
4208842,128133,1
1074197,294943,1
834900,154714,1
3052859,294942,1
3053324,7225,1
3026543,36871,1
1105207,44653,1
5051099,82966,1
3342346,43106,1
1270148,254946,1
603364,36871,1
2455654,10575,1
4305517,294943,1
1113678,51778,1
823705,145505,1
2494525,43106,1
4999815,12532,1
578253,163090,1
557175,165336,1
527167,36871,1
2987205,82966,1
6075573,19890,1
3321952,294942,1
1184990,8289,1
4299089,20215,1
2808536,294943,1
486880,82966,1
794495,77707,1
929133,176000,1
901125,82966,1
2908031,143130,1
990285,7225,1
679965,51778,1
3486022,12532,1
3400899,9604,1
2818664,3714,1
4593125,128133,1
1043842,8289,1
927240,20215,1
5149768,42124,1
4350419,45121,1
700020,44653,1
1228629,8289,1
2880036,416448,1
865566,51778,1
557330,391372,1
3566062,294942,1
2729240,94233,1
963985,10575,1
591766,118375,1
572096,165336,1
1313669,7534,1
3506922,51778,1
751937,36871,1
755519,254946,1
