Source,Target,Weight
C_CND_000230,Nissan,1
C_CND_000231,Chevrolet,1
C_CND_000232,Toyota,1
C_CND_000233,Nissan,1
C_CND_000234,Ford,1
C_CND_000235,Pontiac,1
C_CND_000236,Mercedes-B,1
C_CND_000237,Dodge,1
C_CND_000238,Mitsubishi,1
C_CND_000239,Pontiac,1
C_CND_000240,Toyota,1
C_CND_000241,Cadillac,1
C_CND_000242,Oldsmobile,1
C_CND_000243,Chevrolet,1
C_CND_000244,Cadillac,1
C_CND_000245,Ford,1
C_CND_000246,Mercedes-B,1
C_CND_000247,Toyota,1
C_CND_000248,Mercedes-B,1
C_CND_000249,Nissan,1
C_CND_000250,Volkswagen,1
C_CND_000251,Hyundai,1
C_CND_000252,Nissan,1
C_CND_000253,Ford,1
C_CND_000254,Chevrolet,1
C_CND_000255,Oldsmobile,1
C_CND_000256,Chevrolet,1
C_CND_000257,Volvo,1
C_CND_000258,Chevrolet,1
C_CND_000259,Toyota,1
C_CND_000260,Toyota,1
C_CND_000261,Mercury,1
C_CND_000262,Chevrolet,1
C_CND_000263,Nissan,1
C_CND_000264,Volvo,1
C_CND_000265,Subaru,1
C_CND_000266,Chevrolet,1
C_CND_000267,Acura,1
C_CND_000268,Honda,1
C_CND_000269,Toyota,1
C_CND_000270,Toyota,1
C_CND_000271,Plymouth,1
C_CND_000272,Toyota,1
C_CND_000273,Volkswagen,1
C_CND_000274,Volkswagen,1
C_CND_000275,Chrysler,1
C_CND_000276,Ford,1
C_CND_000277,Dodge,1
C_CND_000278,Lincoln,1
C_CND_000279,Mitsubishi,1
C_CND_000280,Toyota,1
C_CND_000281,Volkswagen,1
C_CND_000282,Volkswagen,1
C_CND_000283,Buick,1
C_CND_000284,Volkswagen,1
C_CND_000285,Oldsmobile,1
C_CND_000286,Honda,1
C_CND_000287,BMW,1
C_CND_000288,Pontiac,1
C_CND_000289,Volkswagen,1
C_CND_000290,Hyundai,1
C_CND_000291,Volkswagen,1
C_CND_000292,Ford,1
C_CND_000293,Mercedes-B,1
C_CND_000294,Honda,1
C_CND_000295,Honda,1
C_CND_000296,Mercury,1
C_CND_000297,Honda,1
C_CND_000298,Toyota,1
C_CND_000299,Chevrolet,1
C_CND_000300,Ford,1
C_CND_000301,Ford,1
C_CND_000302,Porsche,1
C_CND_000303,Oldsmobile,1
C_CND_000304,Lexus,1
C_CND_000305,Chrysler,1
C_CND_000306,Dodge,1
C_CND_000307,Dodge,1
C_CND_000308,Nissan,1
C_CND_000309,Toyota,1
C_CND_000310,Nissan,1
C_CND_000311,Dodge,1
C_CND_000312,Toyota,1
C_CND_000313,Oldsmobile,1
C_CND_000314,Mitsubishi,1
C_CND_000315,Mercury,1
C_CND_000316,Lincoln,1
C_CND_000317,Acura,1
C_CND_000318,Honda,1
C_CND_000319,Mitsubishi,1
C_CND_000320,Mercedes-B,1
C_CND_000321,Nissan,1
C_CND_000322,Chevrolet,1
C_CND_000323,Dodge,1
C_CND_000324,Hyundai,1
C_CND_000325,Ford,1
C_CND_000326,Toyota,1
C_CND_000327,Porsche,1
C_CND_000328,Honda,1
C_CND_000329,Toyota,1
C_CND_000330,Nissan,1
C_CND_000331,Volkswagen,1
C_CND_000332,Plymouth,1
C_CND_000333,Saturn,1
C_CND_000334,Mercury,1
C_CND_000335,Chevrolet,1
C_CND_000336,Saab,1
C_CND_000337,Mercedes-B,1
C_CND_000338,Nissan,1
C_CND_000339,Ford,1
C_CND_000340,Chevrolet,1
C_CND_000341,Ford,1
C_CND_000342,Audi,1
C_CND_000343,Cadillac,1
C_CND_000344,Pontiac,1
C_CND_000345,Buick,1
C_CND_000346,Toyota,1
C_CND_000347,Infiniti,1
C_CND_000348,Ford,1
C_CND_000349,Dodge,1
C_CND_000350,Saturn,1
C_CND_000351,Dodge,1
C_CND_000352,Dodge,1
C_CND_000353,Acura,1
C_CND_000354,Volvo,1
C_CND_000355,Nissan,1
C_CND_000356,Volkswagen,1
C_CND_000357,BMW,1
C_CND_000358,Mitsubishi,1
C_CND_000359,Toyota,1
C_CND_000360,Dodge,1
C_CND_000361,BMW,1
C_CND_000362,Mitsubishi,1
C_CND_000363,Dodge,1
C_CND_000364,Volkswagen,1
C_CND_000365,Plymouth,1
C_CND_000366,Jeep,1
C_CND_000367,Plymouth,1
C_CND_000368,Lexus,1
C_CND_000369,Plymouth,1
C_CND_000370,Plymouth,1
C_CND_000371,Saturn,1
C_CND_000372,Mitsubishi,1
C_CND_000373,Lexus,1
C_CND_000374,Mercedes-B,1
C_CND_000375,Lexus,1
C_CND_000376,Dodge,1
C_CND_000377,Mitsubishi,1
C_CND_000378,Pontiac,1
C_CND_000379,Mitsubishi,1
C_CND_000380,Nissan,1
C_CND_000381,Mitsubishi,1
C_CND_000382,Audi,1
C_CND_000383,Dodge,1
C_CND_000384,Acura,1
C_CND_000385,Dodge,1
C_CND_000386,Buick,1
C_CND_000387,Oldsmobile,1
C_CND_000388,Mercedes-B,1
C_CND_000389,Buick,1
C_CND_000390,Lexus,1
C_CND_000391,Acura,1
C_CND_000392,Ford,1
C_CND_000393,Ford,1
C_CND_000394,Chevrolet,1
C_CND_000395,Mercedes-B,1
C_CND_000396,Chevrolet,1
C_CND_000397,Acura,1
C_CND_000398,Chrysler,1
C_CND_000399,Toyota,1
C_CND_000400,Jeep,1
C_CND_000401,Mitsubishi,1
C_CND_000402,Mercedes-B,1
C_CND_000403,Cadillac,1
C_CND_000404,Porsche,1
C_CND_000405,Dodge,1
C_CND_000406,Mitsubishi,1
C_CND_000407,Volvo,1
C_CND_000408,Honda,1
C_CND_000409,Toyota,1
C_CND_000410,Pontiac,1
C_CND_000411,Jeep,1
C_CND_000412,Toyota,1
C_CND_000413,Lincoln,1
C_CND_000414,Nissan,1
C_CND_000415,Mercedes-B,1
C_CND_000416,Ford,1
C_CND_000417,Porsche,1
C_CND_000418,Mercedes-B,1
C_CND_000419,Mercury,1
C_CND_000420,Acura,1
C_CND_000421,Pontiac,1
C_CND_000422,Mercury,1
C_CND_000423,Oldsmobile,1
C_CND_000424,Mercury,1
C_CND_000425,BMW,1
C_CND_000426,Plymouth,1
C_CND_000427,Mitsubishi,1
C_CND_000428,Toyota,1
C_CND_000429,Mercedes-B,1
C_CND_000430,Mitsubishi,1
C_CND_000431,Acura,1
C_CND_000432,Audi,1
C_CND_000433,Cadillac,1
C_CND_000434,Mercedes-B,1
C_CND_000435,Ford,1
C_CND_000436,Jeep,1
C_CND_000437,Honda,1
C_CND_000438,BMW,1
C_CND_000439,Volkswagen,1
C_CND_000440,Pontiac,1
C_CND_000441,Volvo,1
C_CND_000442,Mercedes-B,1
C_CND_000443,Mitsubishi,1
C_CND_000444,Oldsmobile,1
C_CND_000445,Dodge,1
C_CND_000446,Acura,1
C_CND_000447,Volkswagen,1
C_CND_000448,Chrysler,1
C_CND_000449,Oldsmobile,1
C_CND_000450,Infiniti,1
C_CND_000451,Lexus,1
C_CND_000452,Jeep,1
C_CND_000453,Mercedes-B,1
C_CND_000454,Volkswagen,1
C_CND_000455,Chrysler,1
C_CND_000456,Mercury,1
C_CND_000457,Lexus,1
C_CND_000458,Nissan,1
C_CND_000459,Ford,1
C_CND_000460,Mitsubishi,1
C_CND_000461,Ford,1
C_CND_000462,Nissan,1
C_CND_000463,Mitsubishi,1
C_CND_000464,Acura,1
C_CND_000465,Plymouth,1
C_CND_000466,Chevrolet,1
C_CND_000467,Lincoln,1
C_CND_000468,Mitsubishi,1
C_CND_000469,Oldsmobile,1
C_CND_000470,Pontiac,1
C_CND_000471,Ford,1
C_CND_000472,Volkswagen,1
C_CND_000473,Plymouth,1
C_CND_000474,Chrysler,1
C_CND_000475,Mercedes-B,1
C_CND_000476,Ford,1
C_CND_000477,Dodge,1
C_CND_000478,Cadillac,1
C_CND_000479,Subaru,1
C_CND_000480,Subaru,1
C_CND_000481,Volvo,1
C_CND_000482,Oldsmobile,1
C_CND_000483,Volkswagen,1
C_CND_000484,Chevrolet,1
C_CND_000485,Mercedes-B,1
C_CND_000486,Ford,1
C_CND_000487,Subaru,1
C_CND_000488,Saab,1
C_CND_000489,Saturn,1
C_CND_000490,Saturn,1
C_CND_000491,Dodge,1
C_CND_000492,Mitsubishi,1
C_CND_000493,Chevrolet,1
C_CND_000494,Mercury,1
C_CND_000495,Saturn,1
C_CND_000496,Mercedes-B,1
C_CND_000497,BMW,1
C_CND_000498,Mercury,1
C_CND_000499,BMW,1
C_CND_000500,Mitsubishi,1
C_CND_000501,BMW,1
C_CND_000502,Jeep,1
C_CND_000503,Volkswagen,1
C_CND_000504,Porsche,1
C_CND_000505,Chrysler,1
C_CND_000506,Dodge,1
C_CND_000507,Mercedes-B,1
C_CND_000508,Mercury,1
C_CND_000509,Oldsmobile,1
C_CND_000510,Toyota,1
C_CND_000511,Acura,1
C_CND_000512,Mitsubishi,1
C_CND_000513,Toyota,1
C_CND_000514,Volvo,1
C_CND_000515,Audi,1
C_CND_000516,Buick,1
C_CND_000517,Chrysler,1
C_CND_000518,Cadillac,1
C_CND_000519,Infiniti,1
C_CND_000520,Mercury,1
C_CND_000521,BMW,1
C_CND_000522,Volvo,1
C_CND_000523,BMW,1
C_CND_000524,Plymouth,1
C_CND_000525,Volvo,1
C_CND_000526,Dodge,1
C_CND_000527,Lexus,1
C_CND_000528,BMW,1
C_CND_000529,Oldsmobile,1
C_CND_000530,Plymouth,1
C_CND_000531,Pontiac,1
C_CND_000532,Porsche,1
C_CND_000533,Lexus,1
C_CND_000534,Toyota,1
C_CND_000535,Saturn,1
C_CND_000536,Volvo,1
C_CND_000537,Plymouth,1
C_CND_000538,Chrysler,1
C_CND_000539,Nissan,1
C_CND_000540,Chrysler,1
C_CND_000541,Chevrolet,1
C_CND_000542,Cadillac,1
C_CND_000543,Volkswagen,1
C_CND_000544,Toyota,1
C_CND_000545,Porsche,1
C_CND_000546,Dodge,1
C_CND_000547,Volkswagen,1
C_CND_000548,Ford,1
C_CND_000549,Dodge,1
C_CND_000550,Cadillac,1
C_CND_000551,Jaguar,1
C_CND_000552,Nissan,1
C_CND_000553,Mitsubishi,1
C_CND_000554,Lexus,1
C_CND_000555,Chevrolet,1
C_CND_000556,Hyundai,1
C_CND_000557,Mercedes-B,1
C_CND_000558,Jaguar,1
C_CND_000559,Cadillac,1
C_CND_000560,Mitsubishi,1
C_CND_000561,Chevrolet,1
C_CND_000562,Ford,1
C_CND_000563,Volkswagen,1
C_CND_000564,BMW,1
C_CND_000565,Toyota,1
C_CND_000566,Lincoln,1
C_CND_000567,Ford,1
C_CND_000568,Lincoln,1
C_CND_000569,Chrysler,1
C_CND_000570,Cadillac,1
C_CND_000571,Dodge,1
C_CND_000572,Infiniti,1
C_CND_000573,Volvo,1
C_CND_000574,Ford,1
C_CND_000575,Chevrolet,1
C_CND_000576,Pontiac,1
C_CND_000577,Dodge,1
C_CND_000578,Saturn,1
C_CND_000579,BMW,1
C_CND_000580,Acura,1
C_CND_000581,Toyota,1
C_CND_000582,Lexus,1
C_CND_000583,Chevrolet,1
C_CND_000584,Chevrolet,1
C_CND_000585,Mitsubishi,1
C_CND_000586,Volkswagen,1
C_CND_000587,Subaru,1
C_CND_000588,Buick,1
C_CND_000589,Chrysler,1
C_CND_000590,Dodge,1
C_CND_000591,Chevrolet,1
C_CND_000592,Mercedes-B,1
C_CND_000593,Pontiac,1
C_CND_000594,Buick,1
C_CND_000595,Dodge,1
C_CND_000596,Lincoln,1
C_CND_000597,Ford,1
C_CND_000598,Chevrolet,1
C_CND_000599,Plymouth,1
C_CND_000600,Chevrolet,1
C_CND_000601,Oldsmobile,1
C_CND_000602,Ford,1
C_CND_000603,Ford,1
C_CND_000604,Pontiac,1
C_CND_000605,Chrysler,1
C_CND_000606,Saab,1
C_CND_000607,Acura,1
C_CND_000608,Chrysler,1
C_CND_000609,BMW,1
C_CND_000610,Dodge,1
C_CND_000611,Mitsubishi,1
C_CND_000612,Pontiac,1
C_CND_000613,Pontiac,1
C_CND_000614,Mercedes-B,1
C_CND_000615,Chevrolet,1
C_CND_000616,Acura,1
C_CND_000617,Mercury,1
C_CND_000618,Chrysler,1
C_CND_000619,Dodge,1
C_CND_000620,Nissan,1
C_CND_000621,Ford,1
C_CND_000622,Ford,1
C_CND_000623,Honda,1
C_CND_000624,Chevrolet,1
C_CND_000625,Volkswagen,1
C_CND_000626,Saturn,1
C_CND_000627,Mitsubishi,1
C_CND_000628,Lexus,1
C_CND_000629,Acura,1
C_CND_000630,Lincoln,1
C_CND_000631,Buick,1
C_CND_000632,Dodge,1
C_CND_000633,Chevrolet,1
C_CND_000634,Dodge,1
C_CND_000635,Audi,1
C_CND_000636,Toyota,1
C_CND_000637,Lincoln,1
C_CND_000638,Nissan,1
C_CND_000639,Mercury,1
C_CND_000640,Chrysler,1
C_CND_000641,Chrysler,1
C_CND_000642,Hyundai,1
C_CND_000643,Honda,1
C_CND_000644,Toyota,1
C_CND_000645,Mitsubishi,1
C_CND_000646,Mitsubishi,1
C_CND_000647,Acura,1
C_CND_000648,Toyota,1
C_CND_000649,Subaru,1
C_CND_000650,Plymouth,1
C_CND_000651,Ford,1
C_CND_000652,Chevrolet,1
C_CND_000653,Mercury,1
C_CND_000654,Mitsubishi,1
C_CND_000655,Lexus,1
C_CND_000656,BMW,1
C_CND_000657,Porsche,1
C_CND_000658,Chevrolet,1
C_CND_000659,Dodge,1
C_CND_000660,Hyundai,1
C_CND_000661,Mitsubishi,1
C_CND_000662,Lexus,1
C_CND_000663,Porsche,1
C_CND_000664,Chrysler,1
C_CND_000665,Chrysler,1
C_CND_000666,Volvo,1
C_CND_000667,Toyota,1
C_CND_000668,Chrysler,1
C_CND_000669,BMW,1
C_CND_000670,Cadillac,1
C_CND_000671,Oldsmobile,1
C_CND_000672,Chrysler,1
C_CND_000673,Ford,1
C_CND_000674,Subaru,1
C_CND_000675,BMW,1
C_CND_000676,Plymouth,1
C_CND_000677,Acura,1
C_CND_000678,Pontiac,1
C_CND_000679,Audi,1
C_CND_000680,Dodge,1
C_CND_000681,Mercury,1
C_CND_000682,Toyota,1
C_CND_000683,Nissan,1
C_CND_000684,BMW,1
C_CND_000685,Ford,1
C_CND_000686,Mitsubishi,1
C_CND_000687,Lexus,1
C_CND_000688,BMW,1
C_CND_000689,Ford,1
C_CND_000690,Audi,1
C_CND_000691,Chrysler,1
C_CND_000692,Cadillac,1
C_CND_000693,Dodge,1
C_CND_000694,Saturn,1
C_CND_000695,Volvo,1
C_CND_000696,Oldsmobile,1
C_CND_000697,Mitsubishi,1
C_CND_000698,Chrysler,1
C_CND_000699,Toyota,1
C_CND_000700,Mercedes-B,1
C_CND_000701,Nissan,1
C_CND_000702,Chevrolet,1
C_CND_000703,Chevrolet,1
C_CND_000704,Volkswagen,1
C_CND_000705,Dodge,1
C_CND_000706,Volvo,1
C_CND_000707,Pontiac,1
C_CND_000708,Mitsubishi,1
C_CND_000709,Mercury,1
C_CND_000710,Mitsubishi,1
C_CND_000711,Lexus,1
C_CND_000712,Acura,1
C_CND_000713,Chevrolet,1
C_CND_000714,Saab,1
C_CND_000715,Lexus,1
C_CND_000716,Chrysler,1
C_CND_000717,Mercury,1
C_CND_000718,Chrysler,1
C_CND_000719,Porsche,1
C_CND_000720,Oldsmobile,1
C_CND_000721,Dodge,1
C_CND_000722,Ford,1
C_CND_000723,Mercury,1
C_CND_000724,Toyota,1
C_CND_000725,Buick,1
C_CND_000726,Porsche,1
C_CND_000727,Mercedes-B,1
C_CND_000728,Lexus,1
C_CND_000729,Oldsmobile,1
C_CND_000730,Mercedes-B,1
C_CND_000731,Chevrolet,1
C_CND_000732,Porsche,1
C_CND_000733,Oldsmobile,1
C_CND_000734,Mercury,1
C_CND_000735,Nissan,1
C_CND_000736,Acura,1
C_CND_000737,Mercedes-B,1
C_CND_000738,BMW,1
C_CND_000739,Cadillac,1
C_CND_000740,Oldsmobile,1
C_CND_000741,Hyundai,1
C_CND_000742,Chevrolet,1
C_CND_000743,Mercury,1
C_CND_000744,Chevrolet,1
C_CND_000745,Nissan,1
C_CND_000746,Chevrolet,1
C_CND_000747,Volkswagen,1
C_CND_000748,Honda,1
C_CND_000749,BMW,1
C_CND_000750,Saturn,1
C_CND_000751,Ford,1
C_CND_000752,BMW,1
C_CND_000753,Nissan,1
C_CND_000754,Ford,1
C_CND_000755,Pontiac,1
C_CND_000756,Lexus,1
C_CND_000757,Pontiac,1
C_CND_000758,Saturn,1
C_CND_000759,Dodge,1
C_CND_000760,Ford,1
C_CND_000761,Mercedes-B,1
C_CND_000762,Mercedes-B,1
C_CND_000763,Lincoln,1
C_CND_000764,Chevrolet,1
C_CND_000765,Honda,1
C_CND_000766,Volvo,1
C_CND_000767,Plymouth,1
C_CND_000768,Volvo,1
C_CND_000769,Oldsmobile,1
C_CND_000770,Lexus,1
C_CND_000771,Toyota,1
C_CND_000772,Pontiac,1
C_CND_000773,Toyota,1
C_CND_000774,Volkswagen,1
C_CND_000775,Infiniti,1
C_CND_000776,Audi,1
C_CND_000777,Mitsubishi,1
C_CND_000778,Toyota,1
C_CND_000779,Volkswagen,1
C_CND_000780,Pontiac,1
C_CND_000781,Mercedes-B,1
C_CND_000782,Chevrolet,1
C_CND_000783,Saturn,1
C_CND_000784,Porsche,1
C_CND_000785,Acura,1
C_CND_000786,Hyundai,1
C_CND_000787,Mercedes-B,1
C_CND_000788,Porsche,1
C_CND_000789,Oldsmobile,1
C_CND_000790,Lincoln,1
C_CND_000791,Acura,1
C_CND_000792,Plymouth,1
C_CND_000793,Pontiac,1
C_CND_000794,Chevrolet,1
C_CND_000795,Buick,1
C_CND_000796,Volvo,1
C_CND_000797,Oldsmobile,1
C_CND_000798,Volkswagen,1
C_CND_000799,Oldsmobile,1
C_CND_000800,Mitsubishi,1
C_CND_000801,Volkswagen,1
C_CND_000802,Chevrolet,1
C_CND_000803,Audi,1
C_CND_000804,Acura,1
C_CND_000805,Chevrolet,1
C_CND_000806,Ford,1
C_CND_000807,Nissan,1
C_CND_000808,Mercedes-B,1
C_CND_000809,Dodge,1
C_CND_000810,Mercury,1
C_CND_000811,Mitsubishi,1
C_CND_000812,Volkswagen,1
C_CND_000813,Volkswagen,1
C_CND_000814,Chevrolet,1
C_CND_000815,Subaru,1
C_CND_000816,Hyundai,1
C_CND_000817,Dodge,1
C_CND_000818,Mitsubishi,1
C_CND_000819,Dodge,1
C_CND_000820,Honda,1
C_CND_000821,Infiniti,1
C_CND_000822,Volkswagen,1
C_CND_000823,Subaru,1
C_CND_000824,Dodge,1
C_CND_000825,Chevrolet,1
C_CND_000826,Ford,1
C_CND_000827,Dodge,1
C_CND_000828,Ford,1
C_CND_000829,Mercedes-B,1
C_CND_000830,Chevrolet,1
C_CND_000831,Chrysler,1
C_CND_000832,Volkswagen,1
C_CND_000833,Mercedes-B,1
C_CND_000834,Ford,1
C_CND_000835,Oldsmobile,1
C_CND_000836,Ford,1
C_CND_000837,Lexus,1
C_CND_000838,Lexus,1
C_CND_000839,Ford,1
C_CND_000840,Volvo,1
C_CND_000841,Saturn,1
C_CND_000842,Oldsmobile,1
C_CND_000843,Chevrolet,1
C_CND_000844,Saab,1
C_CND_000845,Saturn,1
C_CND_000846,Dodge,1
C_CND_000847,Chevrolet,1
C_CND_000848,Mitsubishi,1
C_CND_000849,Mercedes-B,1
C_CND_000850,Nissan,1
C_CND_000851,Audi,1
C_CND_000852,Dodge,1
C_CND_000853,Oldsmobile,1
C_CND_000854,Plymouth,1
C_CND_000855,Toyota,1
C_CND_000856,Mercury,1
C_CND_000857,Acura,1
C_CND_000858,Chrysler,1
C_CND_000859,Oldsmobile,1
C_CND_000860,BMW,1
C_CND_000861,Dodge,1
C_CND_000862,Ford,1
C_CND_000863,Oldsmobile,1
C_CND_000864,Lincoln,1
C_CND_000865,Mitsubishi,1
C_CND_000866,Dodge,1
C_CND_000867,Volvo,1
C_CND_000868,Oldsmobile,1
C_CND_000869,Lincoln,1
C_CND_000870,Saturn,1
C_CND_000871,Lexus,1
C_CND_000872,Honda,1
C_CND_000873,Acura,1
C_CND_000874,Ford,1
C_CND_000875,Plymouth,1
C_CND_000876,Mercedes-B,1
C_CND_000877,Volvo,1
C_CND_000878,Lincoln,1
C_CND_000879,Plymouth,1
C_CND_000880,Hyundai,1
C_CND_000881,Chevrolet,1
C_CND_000882,Chrysler,1
C_CND_000883,Chrysler,1
C_CND_000884,Hyundai,1
C_CND_000885,Buick,1
C_CND_000886,Pontiac,1
C_CND_000887,Cadillac,1
C_CND_000888,Pontiac,1
C_CND_000889,Oldsmobile,1
C_CND_000890,Mitsubishi,1
C_CND_000891,Lincoln,1
